道路區塊,鄉鎮,路名1,路名2,起點路口,迄點路口,道路區塊總面積,路長,路寬,道路轄管,道路類型,投影面積,交通量,投影比例,申請路政,挖掘面積,平均溫度,強降雨,搶修案件,液化潛勢,管線衝突點,淺埋位置回報,埋深,埋深=0,埋深>0,埋深>0.3m且埋深<1.2m,PCI分數
HT000129,新店區,中興路二段, ,寶橋路,中興路二段,1800.77,154.8,11.6,區,路段,,中,0.00%,2,335,1,NULL,,3,72,,低,NULL,NULL,1,89.81367
HT000130,新店區,中興路二段, ,寶橋路,中興路二段,1620.15,154.7,10.5,區,路段,,中,0.00%,1,90,1,NULL,,3,17,,低,NULL,NULL,3,87.27531
HT000131,新店區,中興路三段, ,中興路三段,寶橋路,1720.92,166.3,10.3,區,路段,,中,0.00%,2,4.4,1,NULL,,3,22,,低,NULL,NULL,4,100
HT000132,新店區,中興路三段, ,文化路,中興路三段,14612.51,374,39.1,區,路段,0.051413873,高,0.00%,3,91.92,1,NULL,,3,251,,中,6,NULL,8,86.86779
HT000133,新店區,中興路三段, ,中興路三段,寶橋路,1916.08,167.9,11.4,區,路段,,中,0.00%,0,NULL,1,NULL,,3,14,,低,NULL,NULL,2,77.49728
HT000134,新店區,中興路二段, ,中興路三段,中興路二段,5950.93,342.7,17.4,區,路段,,高,0.00%,1,167,1,NULL,,3,6,,低,NULL,NULL,NULL,84.55449
HT000142,新店區,中興路一段, ,中興路二段,五峰路,3484.85,114.7,30.4,區,路段,,高,0.00%,1,2,1,NULL,,3,169,,低,NULL,NULL,4,93.70326
HT000143,新店區,中興路一段, ,五峰路,檳榔路,18049.7,632.5,28.5,區,路段,0.664305471,高,0.00%,4,6.76,1,NULL,,3,325,,低,35,NULL,2,100
HT000187,新店區,桂山路, ,新烏路三段,桂山路,11071.46,2469.8,4.5,區,路段,30.36981692,低,0.27%,0,NULL,1,81,,NULL,NULL,,低,6,NULL,NULL,96.23503
HT000188,新店區,安康路三段, ,安康路三段,安康路三段,16956.24,1543.2,11,市,路段,10.58154167,中,0.06%,1,4,1,96,,NULL,2,,低,2,NULL,NULL,83.07236
HT000190,新店區,新潭路三段, ,新潭路三段,新潭路三段,15782.98,3620.2,4.4,區,路段,34.9025523,低,0.22%,0,NULL,1,100,,NULL,NULL,,低,9,NULL,NULL,91.22971
HT000191,新店區,寶慶街, ,寶慶街,寶慶街,815.49,162,5,市,路段,,低,0.00%,0,NULL,1,NULL,,3,50,,低,NULL,NULL,NULL,100
HT000848,新店區,環河路(新店環河快速道路), ,環河路(新店環河快速道路),環河路(新店環河快速道路),944.82,146.4,6.5,區,路段,,低,0.00%,0,NULL,1,NULL,,3,NULL,,低,2,NULL,NULL,100
HT000849,新店區,環河路(新店環河快速道路), ,環河路(新店環河快速道路),環河路(新店環河快速道路),3370.87,425.8,7.9,區,路段,1.567614925,低,0.05%,0,NULL,1,NULL,,3,6,,低,2,NULL,1,100
HT000854,新店區,環河路(新店環河快速道路), ,環河路(新店環河快速道路),環河路(新店環河快速道路),5117.7,465,11,區,路段,8.30916025,中,0.16%,0,NULL,1,14,,3,1,,低,3,NULL,NULL,100
HT000855,新店區,環河路(新店環河快速道路), ,環河路(新店環河快速道路),環河路(新店環河快速道路),2831.66,350,8.1,區,路段,3.085810559,中,0.11%,1,9,1,14,,3,NULL,,低,2,NULL,NULL,100
HT000856,新店區,環河路(新店環河快速道路), ,環河路(新店環河快速道路),環河路(新店環河快速道路),1202.53,204.9,5.9,區,路段,12.77936471,低,1.06%,0,NULL,1,14,,3,NULL,,低,5,NULL,NULL,100
HT000858,新店區,環河路(新店環河快速道路), ,新北環河快速道路,溪園路,1472.77,426.9,3.4,區,路段,8.096646888,低,0.55%,0,NULL,1,14,,3,1,,低,5,NULL,NULL,100
HT000864,新店區,環河路(新店環河快速道路), ,環河路(新店環河快速道路),環河路(新店環河快速道路),1390.56,219.9,6.3,區,路段,14.47222848,低,1.04%,0,NULL,1,NULL,,3,NULL,,低,4,NULL,NULL,100
HT000865,新店區,景平路, ,景平路,景平路,88.67,17.3,5.1,市,路段,,低,0.00%,0,NULL,1,NULL,,NULL,NULL,,低,1,NULL,NULL,100
HT000866,新店區,景平路, ,景平路,復興路,8809.24,326.4,27,市,路段,325.791087,高,3.70%,0,NULL,1,NULL,,3,35,,低,13,NULL,1,82.11044
HT000867,新店區,復興路, ,景平路,中正路,1793.78,46,39,市,路段,,高,0.00%,4,11.34,1,NULL,,3,149,,低,NULL,NULL,NULL,92.49889
HT000868,新店區,景平路, ,景平路,景平路,127.46,43.7,2.9,市,路段,1.462864522,低,1.15%,0,NULL,1,NULL,,NULL,NULL,,低,2,NULL,NULL,100
HT000873,新店區,寶慶街, ,復興路,寶元路一段,757.31,34.9,21.7,市,路段,,高,0.00%,0,NULL,1,NULL,,3,3,,低,NULL,NULL,NULL,100
HT000875,新店區,寶慶街, ,寶慶街,寶慶街,3830.15,215.1,17.8,市,路段,49.9659617,高,1.30%,0,NULL,1,NULL,,3,23,,低,3,NULL,NULL,100
HT000876,新店區,寶慶街, ,寶元路一段,寶慶街,3378.85,122.8,27.5,市,路段,,高,0.00%,0,NULL,1,NULL,,3,100,,低,NULL,NULL,NULL,83.38477
HT000877,新店區,安和路二段, ,安和路三段,安和路一段,17956.13,1037.2,17.3,市,路段,,高,0.00%,15,41280.3,1,14,,3,559,,低,NULL,NULL,1,75.08868
HT000879,新店區,安和路一段, ,安和路一段,安康路一段,738.14,67.2,11,市,路段,,中,0.00%,2,20930,1,14,,3,18,,低,NULL,NULL,NULL,76.08279
HT000880,新店區,安和路一段, ,安和路二段,安康路二段,9831.86,567,17.3,市,路段,0.142559408,高,0.00%,10,40806.17,1,14,,3,322,,高,8,1,17,81.90881
HT000882,新店區,中興路一段, ,中興路一段,文中路,3814.39,439.5,8.7,區,路段,9.936748255,中,0.26%,1,174,1,NULL,,3,18,,低,6,NULL,NULL,100
HT000883,新店區,中興路一段, ,檳榔路,中興路一段,12217.09,509.9,24,區,路段,0.025191813,高,0.00%,1,2,1,NULL,,3,56,,低,10,NULL,1,90.09983
HT000884,新店區,中興路一段, ,中興路一段,北宜路一段(北宜公路),99.61,14.7,6.8,區,路段,,低,0.00%,0,NULL,1,NULL,,3,NULL,,低,NULL,NULL,NULL,100
HT000885,新店區,中興路一段, ,中興路一段,北宜路一段(北宜公路),1846.28,231.6,8,區,路段,,低,0.00%,0,NULL,1,NULL,,3,19,,低,NULL,NULL,NULL,100
HT000886,新店區,中興路一段, ,中興路一段,北宜路一段(北宜公路),2017.78,268.1,7.5,區,路段,,低,0.00%,0,NULL,1,NULL,,3,26,,低,NULL,NULL,NULL,100
HT000887,新店區,安康路一段, ,安康路二段,縣110,32215.61,1657.4,19.4,市,路段,0.053426557,高,0.00%,19,39947.53,1,NULL,,3,624,,高,6,1,33,80.7338
HT000891,新店區,中興路三段, ,寶慶街,寶元路一段,2238.11,64.3,34.8,區,路段,,高,0.00%,1,1.6,1,NULL,,3,41,,低,NULL,NULL,NULL,72.62051
HT000895,新店區,寶橋路, ,中興路三段,寶橋路,11162.98,699.2,16,區,路段,85.12357315,中,0.76%,12,117.96,1,NULL,,3,236,,中,2,NULL,6,97.38165
HT000903,新店區,中興路二段, ,寶興便道,中興路一段,19999.99,531.9,37.6,區,路段,,高,0.00%,8,89.92,1,NULL,,3,151,,中,NULL,NULL,8,69.57815
HT000937,新店區,安和路三段, ,安業街,安和路二段,1680.89,94.8,17.7,市,路段,,高,0.00%,3,40780,1,14,,3,10,,低,NULL,NULL,NULL,70.87626
HT000982,新店區,新潭路二段, ,新潭路一段,新潭路三段,12355.92,1943.8,6.4,區,路段,29.49690975,低,0.24%,3,766.2,1,100,,NULL,20,,低,13,NULL,NULL,88.06254
HT000983,新店區,新潭路一段, ,永業路,新潭路二段,6467.32,975.8,6.6,區,路段,11.75977574,低,0.18%,3,741.56,1,NULL,,NULL,29,,低,4,NULL,1,85.68621
HT001054,新店區,安和路一段, ,安和路一段,安康路一段,345.22,43.5,7.9,市,路段,0.443814025,低,0.13%,3,40780,1,14,,3,NULL,,低,1,NULL,NULL,100
HT001055,新店區,安和路一段, ,安和路一段,安康路一段,273.98,32.2,8.5,市,路段,,中,0.00%,1,1080,1,14,,3,NULL,,低,NULL,NULL,NULL,100
HT001057,新店區,新北環河快速道路, ,新北環河快速道路,安和路三段,915.04,87.2,10.5,市,路段,2.665898817,中,0.29%,1,1080,1,14,,3,NULL,,低,3,NULL,NULL,100
HT001059,新店區,新北環河快速道路, ,新北環河快速道路,安和路三段,411.25,51.6,8,市,路段,0.043075401,低,0.01%,2,39700,1,14,,3,NULL,,低,1,NULL,NULL,100
HT001060,新店區,新北環河快速道路, ,安和路三段,新北環河快速道路,106.74,15.5,6.9,市,路段,,低,0.00%,1,1080,1,14,,3,NULL,,低,2,NULL,NULL,79.72394
HT001062,新店區,環河路(新店環河快速道路), ,新北環河快速道路,溪園路,1836.43,430.3,4.3,區,路段,2.360828764,低,0.13%,0,NULL,1,14,,3,NULL,,低,3,NULL,NULL,100
HT001120,新店區,安和路三段, ,景新街,安業街,18961.87,1043,18.2,市,路段,0.071769458,高,0.00%,11,40826.68,1,,,3,459,,高,6,NULL,17,67.71646
HT001159,新店區,碧潭路, ,碧潭路,永業路,5062.07,338.1,15,區,路段,,中,0.00%,2,1.72,1,,,3,71,,高,NULL,NULL,39,88.13027
HT001181,新店區,中正路, ,復興路,北新路二段,40587.93,2267.9,17.9,區,路段,0.033882219,高,0.00%,43,790.35,1,,,3,1402,,高,5,NULL,35,73.33137
HT001183,新店區,復興路, ,中正路,順安街,17109.73,703.3,24.3,市,路段,,高,0.00%,10,110.98,1,,,3,461,,中,NULL,NULL,9,78.22919
HT001188,新店區,民權路, ,中正路,建國路,6616.78,362.7,18.2,區,路段,,高,0.00%,5,129.2,1,,,3,292,,低,NULL,NULL,5,100
HT001193,新店區,民權路, ,北新路三段,寶安街,759.3,41.9,18.1,區,路段,,高,0.00%,3,117.4,1,,,3,26,,低,NULL,NULL,NULL,100
HT001195,新店區,民權路, ,建國路,北新路三段,6295.48,350.9,17.9,區,路段,,高,0.00%,4,18.52,1,,,3,183,,低,NULL,NULL,5,81.97883
HT001198,新店區,民權路, ,寶安街,中興路三段,2141.25,118.7,18,區,路段,,高,0.00%,5,128.14,1,,,3,83,,低,NULL,NULL,1,94.57824
HT001202,新店區,中興路三段, ,寶元路一段,文化路,22098.7,629.8,35.1,區,路段,,高,0.00%,6,15.9,1,,,3,329,,低,NULL,NULL,4,78.98284
HT001210,新店區,中正路, ,北新路二段,中興路一段,6218.97,342.7,18.1,區,路段,3.1444874,高,0.05%,5,18.5,1,,,3,248,,高,11,NULL,41,76.52287
HT001215,新店區,寶橋路, ,北新路二段,中興路三段,7148.34,476,15,區,路段,,中,0.00%,7,148.06,1,NULL,,3,80,,低,NULL,NULL,3,83.63627
HT001225,新店區, , ,安康路一段,北新路一段,18038.13,657.1,27.5,市,路段,2015.8873,高,11.18%,1,5.76,1,NULL,,3,48,,低,29,NULL,1,66.70444
HT001306,新店區,安康路三段, ,安康路三段,安康路二段,42502.77,2974.6,14.3,市,路段,5.525636371,中,0.01%,13,1157.05,1,96,,3,333,,高,9,NULL,35,79.07324
HT001319,新店區,安康路二段, ,安康路三段,安康路一段,40300.83,2640.5,15.3,市,路段,1.243123384,中,0.00%,42,41039.99,1,14,,3,1254,,高,21,2,48,79.65618
HT001428,新店區,永業路, ,碧潭路,新潭路一段,9815.25,1209.7,8.1,區,路段,28.97280084,中,0.30%,2,10.24,1,NULL,,3,110,,高,26,NULL,17,89.70695
HT003741,新店區,環河路(新店環河快速道路), ,環河路(新店環河快速道路),縣110,121342.33,4495.2,26.7,區,路段,2847.543857,高,2.35%,14,2140.62,1,NULL,,3,87,,低,101,1,NULL,70.29357
JH000013,中和區,秀朗路三段, ,成功路,景平路,3979.24,461.2,8.6,區,路段,,中,0.00%,3,351.72,11,98,,3,200,,中,1,NULL,10,76.03178
JH000015,中和區,圓通路, ,中正路,板南路,1698.01,134.1,12.7,區,路段,,中,0.00%,1,3.36,11,7,,3,104,,低,NULL,NULL,1,82.56699
JH000016,中和區,圓通路, ,板南路,景平路,5586.84,449.7,12.4,區,路段,,中,0.00%,4,258.4,11,7,,3,424,,高,NULL,NULL,21,89.15071
JH000018,中和區,景平路, ,圓通路,南山路,8771.36,413.3,21.2,市,路段,0.007237001,高,0.00%,3,48.64,11,98,,3,377,,中,2,NULL,6,94.98867
JH000020,中和區,圓通路, ,景平路,南山路,2137.36,159.1,13.4,區,路段,,中,0.00%,1,4,11,98,,3,76,,低,NULL,NULL,NULL,100
JH000021,中和區,南山路, ,中和路,南華路,4711.15,454.8,10.4,區,路段,2.542864843,中,0.05%,3,21.3,11,98,,3,286,,低,3,NULL,4,86.13349
JH000024,中和區,南山路, ,南華路,景平路,1446.6,145.3,10,區,路段,,中,0.00%,0,NULL,11,98,,3,22,,低,NULL,NULL,NULL,87.72492
JH000025,中和區,錦和路, ,中山路二段,建二路,826.97,115.6,7.2,區,路段,,低,0.00%,1,2417.2,11,7,,3,29,,低,NULL,NULL,NULL,24.71027
JH000028,中和區,錦和路, ,建六路,建康路,1358.98,231.6,5.9,區,路段,,低,0.00%,2,2419.6,11,7,,3,56,,低,NULL,NULL,NULL,88.28984
JH000030,中和區,錦和路, ,建康路,建八路,1097.22,155.6,7.1,區,路段,,低,0.00%,1,2417.2,11,7,,3,41,,低,NULL,NULL,1,90.11655
JH000031,中和區,建八路, ,錦和路,錦和路,840.31,69.9,12,區,路段,,中,0.00%,2,2419.6,11,7,,3,83,,低,NULL,NULL,NULL,96.53254
JH000032,中和區,錦和路, ,建八路,連城路,1608.43,244.9,6.6,區,路段,,低,0.00%,3,2449.6,11,7,,3,75,,低,NULL,NULL,NULL,76.84003
JH000033,中和區,錦和路, ,連城路,中正路,2620.92,217,12.1,區,路段,17.13079182,中,0.65%,4,2732.63,11,7,,3,131,,低,4,NULL,2,67.05106
JH000034,中和區,錦和路, ,中正路,圓通路,5921.93,482.5,12.3,區,路段,,中,0.00%,5,35,11,7,,3,124,,中,NULL,1,5,88.12387
JH000035,中和區,景新街, ,安平路,景平路,1412.95,126.8,11.1,市,路段,,中,0.00%,4,53.85,11,98,,3,78,,低,NULL,NULL,NULL,100
JH000036,中和區,圓通路, ,員山路,中正路,18829.33,1736.9,10.8,區,路段,0.02565228,中,0.00%,8,214.32,11,7,,3,470,,低,1,NULL,3,73.54112
JH000037,中和區,員山路, ,連城路,圓通路,9936.73,1232.2,8.1,區,路段,,中,0.00%,7,30.06,11,7,,2,115,,低,NULL,NULL,5,68.06276
JH000039,中和區,員山路, ,民安街,連城路,7626.32,641.4,11.9,區,路段,,中,0.00%,12,489.49,11,7,1,3,602,,中,NULL,5,3,55.20807
JH000042,中和區,中山路二段, ,員山路,中正路,8952.7,428.7,20.9,市,路段,,高,0.00%,8,29.55,11,7,,3,535,,中,NULL,3,3,93.14579
JH000044,中和區,永和路, ,橋和路,福美路,2949.42,272.9,10.8,區,路段,,中,0.00%,0,NULL,11,98,,3,164,,低,NULL,NULL,1,72.7316
JH000047,中和區,永和路, ,福美路,福祥路,1871.69,192.6,9.7,區,路段,,中,0.00%,3,195.2,11,98,,3,48,,低,NULL,NULL,NULL,76.28507
JH000049,中和區,永和路, ,福祥路,中山路二段,868.7,95.4,9.1,區,路段,,中,0.00%,4,15.55,11,98,,3,52,,低,NULL,NULL,NULL,100
JH000051,中和區,景新街, ,興南路一段,景新街,10454.08,693.5,15.1,市,路段,0.011329908,中,0.00%,14,77.93,11,98,,3,380,,高,2,NULL,33,84.69305
JH000052,中和區,安樂路, ,景平路,景新街,1176.48,81.8,14.4,區,路段,,中,0.00%,2,5.6,11,98,,3,41,,低,NULL,NULL,NULL,91.37693
JH000053,中和區,興南路一段, ,景新街,興南路二段,7447.11,629.7,11.8,區,路段,,中,0.00%,18,586.83,11,98,,3,686,,低,NULL,1,3,70.96069
JH000055,中和區,南山路, ,板南路,景安路,555.33,54.1,10.3,區,路段,,中,0.00%,1,2,11,7,,3,57,,低,NULL,NULL,NULL,77.24507
JH000059,中和區,南山路, ,中正路,板南路,1167.67,120.9,9.7,區,路段,0.002052,中,0.00%,4,8.57,11,7,,3,115,,低,1,NULL,2,89.12066
JH000060,中和區,景平路,南山路, , ,1989.97,82,24.3,市區,路段,8.717655111,高,0.44%,0,NULL,11,7,,3,119,,低,10,1,1,100
JH000062,中和區,景新街, ,景平路,興南路一段,1480.92,133.5,11.1,市,路段,0.083157837,中,0.01%,3,4.8,11,98,,3,70,,低,13,NULL,1,86.60123
JH000063,中和區,秀朗路三段, ,秀朗路三段,成功路(秀朗路三段),169.76,115.7,1.5,區,路段,,低,0.00%,1,15,11,98,,3,8,,低,NULL,NULL,NULL,58.34409
JH000064,中和區,中山路二段, ,連城路,中山路一段,15310.11,727.9,21,區,路段,105.4885496,高,0.69%,8,309.1,11,98,,3,1041,,低,13,NULL,NULL,79.71811
JH000065,中和區,中山路一段, ,中山路二段,中山路一段,160.58,8,20.1,區,路段,,高,0.00%,0,NULL,11,98,,3,NULL,,低,NULL,NULL,NULL,100
JH000068,中和區,連城路, ,景平路,中山路二段,3138.54,271,11.6,區,路段,,中,0.00%,11,403.88,11,98,,3,306,,低,NULL,NULL,2,45.8575
JH000070,中和區,連城路, ,中正路,錦和路,9191.16,430.8,21.3,區,路段,,高,0.00%,5,5388.93,11,7,,3,751,,低,NULL,NULL,1,76.77959
JH000071,中和區,連城路, ,員山路,中正路,9231.67,438.2,21.1,區,路段,0.187492957,高,0.00%,5,222.75,11,7,,3,543,,低,2,1,1,79.64904
JH000075,中和區,景平路, ,景新街,安樂路,4194.83,117,35.9,市,路段,,高,0.00%,2,1011.58,11,98,,3,134,,低,NULL,NULL,5,100
JH000077,中和區,景平路, ,景安路,景新街,19626.88,531.6,36.9,市,路段,0.012294702,高,0.00%,8,85.35,11,98,,2,704,,低,5,NULL,2,96.00949
JH000098,中和區,景新街, ,景安路,安平路,5406.35,447.2,12.1,市,路段,0.267422944,中,0.00%,8,156.38,11,98,,3,277,,低,4,NULL,4,93.31557
JH000100,中和區,中山路二段, ,板南路,景平路,12193.73,584.7,20.9,市,路段,,高,0.00%,5,773.81,11,98,,3,737,,低,NULL,NULL,NULL,87.26502
JH000102,中和區,景平路, ,中山路二段,連城路,3114.72,150.6,20.7,市,路段,,高,0.00%,0,NULL,11,98,,3,142,,低,NULL,NULL,NULL,100
JH000104,中和區,中山路三段, ,民族路,中山路二段,17743.78,836.5,21.2,市,路段,,高,0.00%,20,158.05,11,7,,3,1252,,高,NULL,NULL,17,84.77054
JH000105,中和區,民族路, ,民族路,中山路三段,1568.75,74.7,21,市,路段,,高,0.00%,6,36.44,11,7,,2,132,,低,NULL,NULL,NULL,81.7245
JH000216,中和區,錦和路, ,建三路,建六路,739.32,106.1,7,區,路段,,低,0.00%,1,2417.2,11,7,,3,14,,低,NULL,NULL,NULL,86.66378
JH000218,中和區,錦和路, ,建二路,建三路,97.32,18.1,5.4,區,路段,,低,0.00%,1,2417.2,11,7,,3,NULL,,低,NULL,NULL,NULL,56.40625
JH000236,中和區,金城路三段, ,金城路三段,連城路,311.7,14.5,21.5,區,路段,13.46939068,高,4.32%,4,170.6,11,7,,3,9,,低,15,NULL,NULL,95.91389
JH000237,中和區,連城路, ,金城路三段,員山路,13885.86,677.4,20.5,區,路段,1.213220145,高,0.01%,15,810.1,11,7,,3,208,,低,3,NULL,4,91.08719
JH000419,中和區,員山路, ,中山路二段,民安街,6402.11,539.8,11.9,區,路段,,中,0.00%,15,559.34,11,7,,3,356,,中,NULL,3,6,78.92743
JH000453,中和區,員山路, ,中正路,中山路二段,6336.85,530.9,11.9,區,路段,,中,0.00%,9,627.63,11,7,,3,748,,低,NULL,NULL,5,76.35734
JH000470,中和區,安樂路, ,中正路,景平路,1712.25,83.6,20.5,區,路段,0.50156478,高,0.03%,1,3,11,98,,3,66,,低,4,NULL,NULL,80.26494
JH000487,中和區,中正路, ,宜安路,安樂路,2810.38,257.7,10.9,區,路段,0.004605609,中,0.00%,1,1,11,98,,3,52,,中,1,NULL,6,93.27186
JH000521,中和區,成功路(秀朗路三段), ,秀朗路三段,成功路,2997.96,244.7,12.3,區,路段,,中,0.00%,5,124.2,11,98,,3,267,,低,NULL,NULL,2,85.20758
JH000758,中和區,景安路, ,中和路,安和路,5309.06,356,14.9,市,路段,0.029784343,中,0.00%,5,31.8,11,98,,3,193,,低,11,1,1,78.53017
JH000775,中和區,中和路, ,景安路,永貞路,5963.07,624.9,9.5,市,路段,,中,0.00%,8,176.06,11,98,,3,241,,中,NULL,1,8,89.37343
JH001224,中和區,景安路, ,安和路,景新街,274.4,19.6,14,市,路段,,中,0.00%,0,NULL,11,98,,3,5,,低,NULL,NULL,NULL,100
JH001231,中和區,連城路, ,板南路,景平路,9519.41,440.8,21.6,區,路段,1.82135356,高,0.02%,7,76.66,11,7,,3,498,,高,13,NULL,11,65.18852
JH001232,中和區,景平路, ,連城路,圓通路,10370.6,495.3,20.9,市,路段,,高,0.00%,6,63.16,11,98,,2,394,,中,NULL,NULL,7,95.04438
JH001234,中和區,中山路二段, ,中正路,板南路,14340.36,678.9,21.1,市,路段,,高,0.00%,22,3557.62,11,7,,3,1129,,高,NULL,1,10,78.1034
JH001235,中和區,景平路, ,安樂路,景平路,39794.2,1073.7,37.1,市,路段,0.991558764,高,0.00%,21,1375.03,11,98,,2,1257,,中,8,NULL,9,100
JH001237,中和區,三民路二段, ,三民路二段,中正路,230.38,10.4,22.2,區,路段,,高,0.00%,1,4,11,7,,3,27,,低,NULL,NULL,NULL,73.80793
JH001252,中和區,景平路, ,景平路,景平路,11016.67,314.3,35.1,市,路段,271.7025111,高,2.47%,1,35,11,14,,3,169,,低,12,NULL,2,93.70351
JH001253,中和區,景平路, ,景平路,景平路,1618.97,209.2,7.7,市,路段,,低,0.00%,1,3.5,11,14,,2,28,,低,NULL,NULL,NULL,100
JH001254,中和區,景平路, ,景平路,景平路,1722.75,207.9,8.3,市,路段,,中,0.00%,2,2.3,11,98,,2,169,,低,NULL,NULL,NULL,97.42519
JH001260,中和區,永和路, ,永和路,橋和路,1682.57,94.2,17.9,區,路段,,高,0.00%,2,166.2,11,98,,3,40,,低,NULL,NULL,2,83.78225
JH001283,中和區,員山路, ,圓通路,圓通路,2024.51,195.2,10.4,區,路段,,中,0.00%,1,1.8,11,7,,NULL,2,,低,NULL,NULL,NULL,61.34828
JH001328,中和區,連城路, ,錦和路,板南路,10090.22,473,21.3,區,路段,,高,0.00%,3,2743.63,11,7,,3,660,,低,NULL,1,4,87.35539
JH004739,中和區,南山路, ,景安路,興南路二段,8913.25,718.7,12.4,區,路段,1.634456723,中,0.02%,10,36.79,11,7,,3,604,,低,62,1,NULL,83.50193
JH004743,中和區,永和路, ,永和路,永和路,5561.9,356.6,9,區,路段,0.243603626,中,0.00%,3,89.4,11,98,,3,82,,低,12,NULL,3,63.02017
JH004746,中和區,永和路, ,永和路,永和路220巷,8290.33,979.1,8.5,區,路段,,中,0.00%,3,30.2,11,98,,3,95,,高,NULL,1,12,100
JH004748,中和區,成功路, ,成功路(秀朗路三段),景平路,6261.79,17.6,14.6,區,路段,,中,0.00%,1,6,11,98,,3,21,,低,NULL,NULL,NULL,100
JH004749,中和區,興南路二段, ,興南路一段,興南路三段,19348.93,402.9,14.8,區,路段,,中,0.00%,4,22.2,11,7,,3,272,,低,NULL,NULL,NULL,94.0335
JH004750,中和區,中正路,南山路, , ,1709.13,50.8,33.6,市,路段,,高,0.00%,1,4,11,98,,2,136,,低,NULL,NULL,1,92.57287
JH004751,中和區,中和路, ,連城路,南山路,15648.41,1017.3,15.4,區,路段,0.018517723,中,0.00%,5,207,11,98,,3,503,,低,2,NULL,NULL,76.56233
JS000033,金山區, , ,北25,陽金公路,11763.9,1957.8,6,區,路段,16.44820576,低,0.14%,1,37.28,,106,,NULL,1,,低,16,NULL,4,81.56703
JS000034,金山區, , ,北23-1,三界壇路,13459.57,2294.4,5.9,區,路段,1.989950094,低,0.01%,0,NULL,,106,,NULL,NULL,,低,17,NULL,NULL,93.95162
JS000035,金山區, , ,北23-1,北22,26528.24,3381.2,7.8,區,路段,4.321907928,低,0.02%,2,399.57,,106,,NULL,4,,低,16,NULL,1,90.17766
JS000132,金山區,山城路, ,名流路,磺山產業道路,5685.42,729,7.8,區,路段,2.407441887,低,0.04%,1,15,,106,,NULL,32,,低,18,NULL,1,91.58439
JS000133,金山區,名流路, ,山城路,陽金公路,5950.64,737.4,8.1,區,路段,13.49302327,中,0.23%,0,NULL,,106,,NULL,14,,中,17,NULL,10,90.20325
JS000239,金山區,公園路, ,磺港路,民生路,4289.53,277.7,15.4,區,路段,0.262255278,中,0.01%,0,NULL,,118,,NULL,14,,高,3,NULL,12,87.49051
JS000305,金山區,民生路, ,公園路,中山路,5441.29,375.2,14.5,區,路段,0.975773056,中,0.02%,1,4.25,,118,,NULL,138,,高,4,NULL,15,93.69111
JS000307,金山區,磺港路, , ,公園路,20978.74,1396.3,13.5,區,路段,71.52515296,中,0.34%,0,NULL,,118,,NULL,55,,低,27,NULL,3,59.77633
JS000474,金山區,三界壇路, ,三界壇路,中山路,3313.27,465,7.1,區,路段,74.61464752,低,2.25%,0,NULL,,118,,NULL,32,,低,5,NULL,3,96.36243
JS000487,金山區, , , ,海興路(北部濱海公路)(淡金公路),413.52,31,13.3,區,路段,,中,0.00%,0,NULL,,118,,NULL,NULL,,低,NULL,NULL,2,100
JS000488,金山區, , ,北23,北23,15831.82,2624.4,6,區,路段,7.248128845,低,0.05%,1,16.97,,118,,NULL,NULL,,低,26,NULL,2,96.13256
JS000659,金山區,三界壇路, ,北22-1,三界壇路,12422.29,2044.2,6.1,區,路段,1.553646884,低,0.01%,0,NULL,,118,,NULL,58,,低,6,NULL,4,83.30823
JS000664,金山區, , ,北22,三界壇路,18079.54,2845.1,6.4,區,路段,14.9384332,低,0.08%,0,NULL,,106,,NULL,NULL,,低,33,NULL,NULL,90.69386
JS000796,金山區,中山路, ,文化一路,中正路,1137.62,54.3,16.9,區,路段,,高,0.00%,1,2,,118,,NULL,8,,低,NULL,NULL,NULL,77.20989
JS000798,金山區,磺山產業道路, ,山城路,磺山產業道路,10892.4,2402.6,4.5,區,路段,,低,0.00%,0,NULL,,106,,NULL,NULL,,低,NULL,NULL,NULL,100
LJ000202,蘆洲區,中山一路, ,三民路,三和路四段,9882.3,378.8,26.1,市,路段,2.371027051,高,0.02%,3,33.7,15,102,1,2,306,,高,6,NULL,163,89.14104
LJ000235,蘆洲區,中山二路, ,中山一路,成功路,3710.84,298.8,12.4,區,路段,,中,0.00%,5,41.05,15,102,,2,119,,高,NULL,NULL,122,17.83467
LJ000269,蘆洲區,復興路, ,五華街,環堤大道,3382.08,405.3,8.3,區,路段,,中,0.00%,1,33,15,102,,3,4,,高,NULL,NULL,20,28.68147
LJ000302,蘆洲區,復興路, ,民族路,五華街,5903.99,582.5,10.1,區,路段,0.0336768,中,0.00%,8,136.89,15,102,,3,109,,高,4,NULL,130,77.70053
LJ000319,蘆洲區,復興路, ,民權路,復興路,2244.51,190,11.8,區,路段,,中,0.00%,0,NULL,15,102,,2,87,,高,NULL,1,72,35.64482
LJ000335,蘆洲區,復興路, ,復興路,民族路,2275.18,184.4,12.3,區,路段,0.0371191,中,0.00%,2,38.9,15,102,,3,65,,高,NULL,NULL,83,34.71624
LJ000352,蘆洲區,民族路, ,民族路,復興路,8150.04,683.9,11.9,區,路段,12.67994125,中,0.16%,3,74.96,15,102,,2,325,,高,1,1,269,47.90329
